"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","species","pcr_samps","sero_samps","filo_samps","hnv_samps","total_samps","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"1897","lasiurus cinereus","Lasiurus cinereus",FALSE,"369537",FALSE,"","1","lasiurus cinereus",0,0,0,0,0,0,"NA","Lasiurus_cinereus",NA,NA,NA
"1901","lasiurus degelidus","Lasiurus degelidus",FALSE,"3613715",FALSE,"","1","lasiurus degelidus",0,0,0,0,0,0,"LA","Lasiurus_degelidus",NA,NA,NA
"1902","lasiurus ebenus","Lasiurus ebenus",FALSE,"3613706",FALSE,"","1","lasiurus ebenus",0,0,0,0,0,0,"LA","Lasiurus_ebenus",NA,NA,NA
"1903","lasiurus ega","Lasiurus ega",FALSE,"635119",FALSE,"","1","lasiurus ega",0,0,0,0,0,0,"LA","Lasiurus_ega",NA,NA,NA
"1909","lasiurus egregius","Lasiurus egregius",FALSE,"297963",FALSE,"","1","lasiurus egregius",0,0,0,0,0,0,"LA","Lasiurus_egregius",NA,NA,NA
"1910","lasiurus insularis","Lasiurus insularis",FALSE,"3613711",FALSE,"","1","lasiurus insularis",0,0,0,0,0,0,"LA","Lasiurus_insularis",NA,NA,NA
"1911","lasiurus intermedius","Lasiurus intermedius",FALSE,"170073",FALSE,"","1","lasiurus intermedius",0,0,0,0,0,0,"LA","Lasiurus_intermedius",NA,NA,NA
"1914","lasiurus minor","Lasiurus minor",FALSE,"3613710",FALSE,"","1","lasiurus minor",0,0,0,0,0,0,"LA","Lasiurus_minor",NA,NA,NA
"1915","lasiurus pfeifferi","Lasiurus pfeifferi",FALSE,"3613709",FALSE,"","1","lasiurus pfeifferi",0,0,0,0,0,0,"LA","Lasiurus_pfeifferi",NA,NA,NA
"1916","lasiurus salinae","Lasiurus salinae",FALSE,"3613713",FALSE,"","1","lasiurus salinae",0,0,0,0,0,0,"LA","Lasiurus_salinae",NA,NA,NA
"1917","lasiurus seminolus","Lasiurus seminolus",FALSE,"635121",FALSE,"","1","lasiurus seminolus",0,0,0,0,0,0,"NA","Lasiurus_seminolus",NA,NA,NA
"1918","lasiurus varius","Lasiurus varius",FALSE,"3613714",FALSE,"","1","lasiurus varius",0,0,0,0,0,0,"LA","Lasiurus_varius",NA,NA,NA
"1919","lasiurus xanthinus","Lasiurus xanthinus",FALSE,"447957",FALSE,"","2","lasiurus xanthinus",0,0,0,0,0,0,"LA","Lasiurus_xanthinus",NA,NA,NA
"134","latidens salimalii","Latidens salimalii",FALSE,"417528",FALSE,"","1","latidens salimalii",0,0,0,0,0,0,"Asia","Latidens_salimalii",NA,NA,NA
"865","lavia frons","Lavia frons",FALSE,"3613568",FALSE,"","1","lavia frons",0,0,0,0,0,0,"Africa","Lavia_frons",NA,NA,NA
"1172","leptonycteris curasoae","Leptonycteris curasoae",FALSE,"111030",FALSE,"","1","leptonycteris curasoae",0,0,0,0,0,0,"LA","Leptonycteris_curasoae",NA,NA,NA
"1173","leptonycteris nivalis","Leptonycteris nivalis",FALSE,"493740",FALSE,"","1","leptonycteris nivalis",0,0,0,0,0,0,"LA","Leptonycteris_nivalis",NA,NA,NA
"1174","leptonycteris yerbabuenae","Leptonycteris yerbabuenae",FALSE,"626271",FALSE,"","1","leptonycteris yerbabuenae",0,0,0,0,0,0,"LA","Leptonycteris_yerbabuenae",NA,NA,NA
"1176","lichonycteris obscura","Lichonycteris obscura",FALSE,"633519",FALSE,"","1","lichonycteris obscura",0,0,0,0,0,0,"LA","Lichonycteris_obscura",NA,NA,NA
"1192","lionycteris spurrelli","Lionycteris spurrelli",FALSE,"534170",FALSE,"","1","lionycteris spurrelli",0,0,0,0,0,0,"LA","Lionycteris_spurrelli",NA,NA,NA
"1194","lonchophylla bokermanni","Lonchophylla bokermanni",FALSE,"3613608",FALSE,"","1","lonchophylla bokermanni",0,0,0,0,0,0,"LA","Lonchophylla_bokermanni",NA,NA,NA
"1195","lonchophylla dekeyseri","Lonchophylla dekeyseri",FALSE,"3613606",FALSE,"","1","lonchophylla dekeyseri",0,0,0,0,0,0,"LA","Lonchophylla_dekeyseri",NA,NA,NA
"1196","lonchophylla handleyi","Lonchophylla handleyi",FALSE,"248893",FALSE,"","1","lonchophylla handleyi",0,0,0,0,0,0,"LA","Lonchophylla_handleyi",NA,NA,NA
"1197","lonchophylla hesperia","Lonchophylla hesperia",FALSE,"3613607",FALSE,"","1","lonchophylla hesperia",0,0,0,0,0,0,"LA","Lonchophylla_hesperia",NA,NA,NA
"1198","lonchophylla mordax","Lonchophylla mordax",FALSE,"248895",FALSE,"","1","lonchophylla mordax",0,0,0,0,0,0,"LA","Lonchophylla_mordax",NA,NA,NA
"1201","lonchophylla robusta","Lonchophylla robusta",FALSE,"248894",FALSE,"","1","lonchophylla robusta",0,0,0,0,0,0,"LA","Lonchophylla_robusta",NA,NA,NA
"1202","lonchophylla thomasi","Hsunycteris thomasi",FALSE,"546392",TRUE,"","1","lonchophylla thomasi",0,0,0,0,0,0,"LA","Hsunycteris_thomasi",NA,NA,NA
"1215","lonchorhina aurita","Lonchorhina aurita",FALSE,"218142",FALSE,"","1","lonchorhina aurita",0,0,0,0,0,0,"LA","Lonchorhina_aurita",NA,NA,NA
"1218","lonchorhina fernandezi","Lonchorhina fernandezi",FALSE,"3613578",FALSE,"","1","lonchorhina fernandezi",0,0,0,0,0,0,"LA","Lonchorhina_fernandezi",NA,NA,NA
"1219","lonchorhina inusitata","Lonchorhina inusitata",FALSE,"856227",FALSE,"","1","lonchorhina inusitata",0,0,0,0,0,0,"LA","Lonchorhina_inusitata",NA,NA,NA
"1220","lonchorhina marinkellei","Lonchorhina marinkellei",FALSE,"3613577",FALSE,"","1","lonchorhina marinkellei",0,0,0,0,0,0,"LA","Lonchorhina_marinkellei",NA,NA,NA
"1221","lonchorhina orinocensis","Lonchorhina orinocensis",FALSE,"295631",FALSE,"","1","lonchorhina orinocensis",0,0,0,0,0,0,"LA","Lonchorhina_orinocensis",NA,NA,NA
"1224","lophostoma carrikeri","Lophostoma carrikeri",FALSE,"856239",FALSE,"","1","lophostoma carrikeri",0,0,0,0,0,0,"LA","Lophostoma_carrikeri",NA,NA,NA
"1225","lophostoma evotis","Lophostoma evotis",FALSE,"375137",FALSE,"","1","lophostoma evotis",0,0,0,0,0,0,"LA","Lophostoma_evotis",NA,NA,NA
"1226","lophostoma schulzi","Lophostoma schulzi",FALSE,"78020",FALSE,"","1","lophostoma schulzi",0,0,0,0,0,0,"LA","Lophostoma_schulzi",NA,NA,NA
"1227","lophostoma silvicolum","Lophostoma silvicolum",FALSE,"951266",FALSE,"","1","lophostoma silvicolum",0,0,0,0,0,0,"LA","Lophostoma_silvicolum",NA,NA,NA
"870","macroderma gigas","Macroderma gigas",FALSE,"289141",FALSE,"","1","macroderma gigas",0,0,0,0,0,0,"Australia","Macroderma_gigas",NA,NA,NA
"1233","macrophyllum macrophyllum","Macrophyllum macrophyllum",FALSE,"201785",FALSE,"","1","macrophyllum macrophyllum",0,0,0,0,0,0,"LA","Macrophyllum_macrophyllum",NA,NA,NA
"1235","macrotus californicus","Macrotus californicus",FALSE,"289162",FALSE,"","1","macrotus californicus",0,0,0,0,0,0,"NA","Macrotus_californicus",NA,NA,NA
"1236","macrotus waterhousii","Macrotus waterhousii",FALSE,"267994",FALSE,"","1","macrotus waterhousii",0,0,0,0,0,0,"LA","Macrotus_waterhousii",NA,NA,NA
"877","megaderma spasma","Megaderma spasma",FALSE,"289149",FALSE,"","1","megaderma spasma",0,0,0,0,0,0,"Asia","Megaderma_spasma",NA,NA,NA
"153","megaerops kusnotoi","Megaerops kusnotoi",FALSE,"375229",FALSE,"","1","megaerops kusnotoi",0,0,0,0,0,0,"Asia","Megaerops_kusnotoi",NA,NA,NA
"155","megaerops wetmorei","Megaerops wetmorei",FALSE,"146346",FALSE,"","1","megaerops wetmorei",0,0,0,0,0,0,"Asia","Megaerops_wetmorei",NA,NA,NA
"168","melonycteris melanops","Melonycteris melanops",FALSE,"610865",FALSE,"","1","melonycteris melanops",0,0,0,0,0,0,"Oceania","Melonycteris_melanops",NA,NA,NA
"169","melonycteris woodfordi","Melonycteris woodfordi",FALSE,"201391",FALSE,"","2","melonycteris woodfordi",0,0,0,0,0,0,"Oceania","Melonycteris_woodfordi",NA,NA,NA
"1415","mesophylla macconnelli","Mesophylla macconnelli",FALSE,"534178",FALSE,"","1","mesophylla macconnelli",0,0,0,0,0,0,"LA","Mesophylla_macconnelli",NA,NA,NA
"1244","micronycteris brosseti","Micronycteris brosseti",FALSE,"989361",FALSE,"SIBLING_HIGHER","1","micronycteris brosseti",0,0,0,0,0,0,"LA","Micronycteris_brosseti",NA,NA,NA
"1245","micronycteris hirsuta","Micronycteris hirsuta",FALSE,"218141",FALSE,"SIBLING_HIGHER","1","micronycteris hirsuta",0,0,0,0,0,0,"LA","Micronycteris_hirsuta",NA,NA,NA
"1246","micronycteris homezi","Micronycteris homezi",FALSE,"596437",FALSE,"SIBLING_HIGHER","2","micronycteris homezi",0,0,0,0,0,0,"LA","Micronycteris_homezi",NA,NA,NA
"1247","micronycteris matses","Micronycteris matses",FALSE,"456416",FALSE,"SIBLING_HIGHER","1","micronycteris matses",0,0,0,0,0,0,"LA","Micronycteris_matses",NA,NA,NA
"1248","micronycteris megalotis","Micronycteris megalotis",FALSE,"218140",FALSE,"SIBLING_HIGHER","1","micronycteris megalotis",0,0,0,0,0,0,"LA","Micronycteris_megalotis",NA,NA,NA
"1249","micronycteris microtis","Micronycteris microtis",FALSE,"596443",FALSE,"SIBLING_HIGHER","1","micronycteris microtis",0,0,0,0,0,0,"LA","Micronycteris_microtis",NA,NA,NA
"1252","micronycteris minuta","Micronycteris minuta",FALSE,"218139",FALSE,"SIBLING_HIGHER","1","micronycteris minuta",0,0,0,0,0,0,"LA","Micronycteris_minuta",NA,NA,NA
"1253","micronycteris sanborni","Micronycteris sanborni",FALSE,"3613581",FALSE,"SIBLING_HIGHER","1","micronycteris sanborni",0,0,0,0,0,0,"LA","Micronycteris_sanborni",NA,NA,NA
"1254","micronycteris schmidtorum","Micronycteris schmidtorum",FALSE,"218135",FALSE,"SIBLING_HIGHER","1","micronycteris schmidtorum",0,0,0,0,0,0,"LA","Micronycteris_schmidtorum",NA,NA,NA
"173","micropteropus intermedius","Micropteropus intermedius",FALSE,"3613512",FALSE,"","1","micropteropus intermedius",0,0,0,0,0,0,"Africa","Micropteropus_intermedius",NA,NA,NA
"2249","mimetillus moloneyi","Mimetillus moloneyi",FALSE,"3614209",FALSE,"","1","mimetillus moloneyi",0,0,0,0,0,0,"Africa","Mimetillus_moloneyi",NA,NA,NA
"1256","mimon bennettii","Mimon bennettii",FALSE,"780064",FALSE,"","1","mimon bennettii",0,0,0,0,0,0,"LA","Mimon_bennettii",NA,NA,NA
"1257","mimon cozumelae","Mimon cozumelae",FALSE,"860220",FALSE,"","1","mimon cozumelae",0,0,0,0,0,0,"LA","Mimon_cozumelae",NA,NA,NA
"1258","mimon crenulatum","Mimon crenulatum",FALSE,"792611",FALSE,"","1","mimon crenulatum",0,0,0,0,0,0,"LA","Mimon_crenulatum",NA,NA,NA
"1263","mimon koepckeae","Mimon koepckeae",FALSE,"3613579",FALSE,"","1","mimon koepckeae",0,0,0,0,0,0,"LA","Mimon_koepckeae",NA,NA,NA
"2580","miniopterus africanus","Miniopterus africanus",FALSE,"996932",FALSE,"","1","miniopterus africanus",0,0,0,0,0,0,"Africa","Miniopterus_africanus",NA,NA,NA
"2585","miniopterus fraterculus","Miniopterus fraterculus",FALSE,"61862",FALSE,"","1","miniopterus fraterculus",0,0,0,0,0,0,"Africa","Miniopterus_fraterculus",NA,NA,NA
"2586","miniopterus fuscus","Miniopterus fuscus",FALSE,"1011491",FALSE,"","1","miniopterus fuscus",0,0,0,0,0,0,"Asia","Miniopterus_fuscus",NA,NA,NA
"2587","miniopterus gleni","Miniopterus gleni",FALSE,"350062",FALSE,"","1","miniopterus gleni",0,0,0,0,0,0,"Africa","Miniopterus_gleni",NA,NA,NA
"2591","miniopterus macrocneme","Miniopterus macrocneme",FALSE,"18885",FALSE,"","1","miniopterus macrocneme",0,0,0,0,0,0,"Oceania","Miniopterus_macrocneme",NA,NA,NA
"2595","miniopterus majori","Miniopterus majori",FALSE,"350060",FALSE,"","1","miniopterus majori",0,0,0,0,0,0,"Africa","Miniopterus_majori",NA,NA,NA
"2596","miniopterus manavi","Miniopterus manavi",FALSE,"18883",FALSE,"","1","miniopterus manavi",0,0,0,0,0,0,"Africa","Miniopterus_manavi",NA,NA,NA
"2599","miniopterus medius","Miniopterus medius",FALSE,"598189",FALSE,"","1","miniopterus medius",0,0,0,0,0,0,"Asia","Miniopterus_medius",NA,NA,NA
"2600","miniopterus minor","Miniopterus minor",FALSE,"306579",FALSE,"","1","miniopterus minor",0,0,0,0,0,0,"Africa","Miniopterus_minor",NA,NA,NA
"2604","miniopterus natalensis","Miniopterus natalensis",FALSE,"18887",FALSE,"","1","miniopterus natalensis",0,0,0,0,0,0,"Africa","Miniopterus_natalensis",NA,NA,NA
"2607","miniopterus paululus","Miniopterus paululus",FALSE,"3613702",FALSE,"","1","miniopterus paululus",0,0,0,0,0,0,"Asia","Miniopterus_paululus",NA,NA,NA
"2612","miniopterus robustior","Miniopterus robustior",FALSE,"3613704",FALSE,"","1","miniopterus robustior",0,0,0,0,0,0,"Oceania","Miniopterus_robustior",NA,NA,NA
"2630","miniopterus shortridgei","Miniopterus shortridgei",FALSE,"3613705",FALSE,"","1","miniopterus shortridgei",0,0,0,0,0,0,"Asia","Miniopterus_shortridgei",NA,NA,NA
"1641","molossops aequatorianus","Molossops aequatorianus",FALSE,"3613956",FALSE,"","1","molossops aequatorianus",0,0,0,0,0,0,"LA","Molossops_aequatorianus",NA,NA,NA
"1642","molossops mattogrossensis","Molossops mattogrossensis",FALSE,"132211",FALSE,"","1","molossops mattogrossensis",0,0,0,0,0,0,"LA","Molossops_mattogrossensis",NA,NA,NA
"1643","molossops neglectus","Molossops neglectus",FALSE,"856222",FALSE,"","1","molossops neglectus",0,0,0,0,0,0,"LA","Molossops_neglectus",NA,NA,NA
"1644","molossops temminckii","Molossops temminckii",FALSE,"633522",FALSE,"","1","molossops temminckii",0,0,0,0,0,0,"LA","Molossops_temminckii",NA,NA,NA
"1649","molossus aztecus","Molossus aztecus",FALSE,"3614005",FALSE,"","1","molossus aztecus",0,0,0,0,0,0,"LA","Molossus_aztecus",NA,NA,NA
"1650","molossus barnesi","Molossus barnesi",FALSE,"3614006",FALSE,"","1","molossus barnesi",0,0,0,0,0,0,"LA","Molossus_barnesi",NA,NA,NA
"1651","molossus coibensis","Molossus coibensis",FALSE,"485768",FALSE,"","1","molossus coibensis",0,0,0,0,0,0,"LA","Molossus_coibensis",NA,NA,NA
"1652","molossus currentium","Molossus currentium",FALSE,"3614007",FALSE,"","1","molossus currentium",0,0,0,0,0,0,"LA","Molossus_currentium",NA,NA,NA
"1656","molossus molossus","Molossus molossus",FALSE,"301603",FALSE,"","1","molossus molossus",0,0,0,0,0,0,"Europe","Molossus_molossus",NA,NA,NA
"1664","molossus pretiosus","Molossus pretiosus",FALSE,"3614002",FALSE,"","1","molossus pretiosus",0,0,0,0,0,0,"LA","Molossus_pretiosus",NA,NA,NA
"1665","molossus rufus","Molossus rufus",FALSE,"267993",FALSE,"","1","molossus rufus",0,0,0,0,0,0,"LA","Molossus_rufus",NA,NA,NA
"1666","molossus sinaloae","Molossus sinaloae",FALSE,"687490",FALSE,"","1","molossus sinaloae",0,0,0,0,0,0,"LA","Molossus_sinaloae",NA,NA,NA
"1178","monophyllus plethodon","Monophyllus plethodon",FALSE,"227309",FALSE,"","1","monophyllus plethodon",0,0,0,0,0,0,"LA","Monophyllus_plethodon",NA,NA,NA
"1182","monophyllus redmani","Monophyllus redmani",FALSE,"658352",FALSE,"","1","monophyllus redmani",0,0,0,0,0,0,"LA","Monophyllus_redmani",NA,NA,NA
"1672","mops brachypterus","Mops brachypterus",FALSE,"3613976",FALSE,"","1","mops brachypterus",0,0,0,0,0,0,"Africa","Mops_brachypterus",NA,NA,NA
"1675","mops condylurus","Mops condylurus",FALSE,"1015438",FALSE,"","1","mops condylurus",0,0,0,0,0,0,"Africa","Mops_condylurus",NA,NA,NA
"1680","mops congicus","Mops congicus",FALSE,"3613985",FALSE,"","1","mops congicus",0,0,0,0,0,0,"Africa","Mops_congicus",NA,NA,NA
"1681","mops demonstrator","Mops demonstrator",FALSE,"3613977",FALSE,"","1","mops demonstrator",0,0,0,0,0,0,"Africa","Mops_demonstrator",NA,NA,NA
"1682","mops leucostigma","Mops leucostigma",FALSE,"956751",FALSE,"","1","mops leucostigma",0,0,0,0,0,0,"Africa","Mops_leucostigma",NA,NA,NA
"1683","mops midas","Mops midas",FALSE,"956753",FALSE,"","1","mops midas",0,0,0,0,0,0,"Africa","Mops_midas",NA,NA,NA
"1686","mops mops","Mops mops",FALSE,"598195",FALSE,"","1","mops mops",0,0,0,0,0,0,"Asia","Mops_mops",NA,NA,NA
"1687","mops nanulus","Mops nanulus",FALSE,"3613983",FALSE,"","1","mops nanulus",0,0,0,0,0,0,"Africa","Mops_nanulus",NA,NA,NA
"1688","mops niangarae","Mops niangarae",FALSE,"3613981",FALSE,"","1","mops niangarae",0,0,0,0,0,0,"Africa","Mops_niangarae",NA,NA,NA
"1689","mops niveiventer","Mops niveiventer",FALSE,"3613975",FALSE,"","1","mops niveiventer",0,0,0,0,0,0,"Africa","Mops_niveiventer",NA,NA,NA
"1690","mops petersoni","Mops petersoni",FALSE,"3613946",FALSE,"","1","mops petersoni",0,0,0,0,0,0,"Africa","Mops_petersoni",NA,NA,NA
"1691","mops sarasinorum","Mops sarasinorum",FALSE,"3613980",FALSE,"","1","mops sarasinorum",0,0,0,0,0,0,"Asia","Mops_sarasinorum",NA,NA,NA
"1694","mops spurrelli","Mops spurrelli",FALSE,"3613984",FALSE,"","1","mops spurrelli",0,0,0,0,0,0,"Africa","Mops_spurrelli",NA,NA,NA
"1695","mops thersites","Mops thersites",FALSE,"3613979",FALSE,"","1","mops thersites",0,0,0,0,0,0,"Africa","Mops_thersites",NA,NA,NA
"1696","mops trevori","Mops trevori",FALSE,"3613982",FALSE,"","1","mops trevori",0,0,0,0,0,0,"Africa","Mops_trevori",NA,NA,NA
"1472","mormoops blainvillei","Mormoops blainvillei",FALSE,"554248",FALSE,"","1","mormoops blainvillei",0,0,0,0,0,0,"LA","Mormoops_blainvillei",NA,NA,NA
"1473","mormoops magna","Mormoops magna",FALSE,"3614026",FALSE,"","1","mormoops magna",0,0,0,0,0,0,"LA","Mormoops_magna",NA,NA,NA
"1474","mormoops megalophylla","Mormoops megalophylla",FALSE,"342713",FALSE,"","1","mormoops megalophylla",0,0,0,0,0,0,"LA","Mormoops_megalophylla",NA,NA,NA
"1698","mormopterus acetabulosus","Mormopterus acetabulosus",FALSE,"131230",FALSE,"","1","mormopterus acetabulosus",0,0,0,0,0,0,"Africa","Mormopterus_acetabulosus",NA,NA,NA
"1699","mormopterus beccarii","Mormopterus beccarii",FALSE,"1066068",FALSE,"","1","mormopterus beccarii",0,0,0,0,0,0,"Asia","Mormopterus_beccarii",NA,NA,NA
"1702","mormopterus doriae","Mormopterus doriae",FALSE,"3613995",FALSE,"","1","mormopterus doriae",0,0,0,0,0,0,"Asia","Mormopterus_doriae",NA,NA,NA
"1703","mormopterus jugularis","Mormopterus jugularis",FALSE,"435177",FALSE,"","1","mormopterus jugularis",0,0,0,0,0,0,"Africa","Mormopterus_jugularis",NA,NA,NA
"1704","mormopterus kalinowskii","Mormopterus kalinowskii",FALSE,"301610",FALSE,"","1","mormopterus kalinowskii",0,0,0,0,0,0,"LA","Mormopterus_kalinowskii",NA,NA,NA
"1705","mormopterus loriae","Mormopterus loriae",FALSE,"3613996",FALSE,"","1","mormopterus loriae",0,0,0,0,0,0,"Oceania","Mormopterus_loriae",NA,NA,NA
"1709","mormopterus minutus","Mormopterus minutus",FALSE,"3613994",FALSE,"","1","mormopterus minutus",0,0,0,0,0,0,"LA","Mormopterus_minutus",NA,NA,NA
"1710","mormopterus norfolkensis","Mormopterus norfolkensis",FALSE,"3613993",FALSE,"","1","mormopterus norfolkensis",0,0,0,0,0,0,"Australia","Mormopterus_norfolkensis",NA,NA,NA
"1711","mormopterus phrudus","Mormopterus phrudus",FALSE,"3614001",FALSE,"","1","mormopterus phrudus",0,0,0,0,0,0,"LA","Mormopterus_phrudus",NA,NA,NA
"1712","mormopterus planiceps","Mormopterus planiceps",FALSE,"171158",FALSE,"","1","mormopterus planiceps",0,0,0,0,0,0,"Australia","Mormopterus_planiceps",NA,NA,NA
"1021","mosia nigrescens","Mosia nigrescens",FALSE,"464407",FALSE,"","1","mosia nigrescens",0,0,0,0,0,0,"Asia","Mosia_nigrescens",NA,NA,NA
"2648","murina aenea","Murina aenea",FALSE,"448968",FALSE,"","1","murina aenea",0,0,0,0,0,0,"Asia","Murina_aenea",NA,NA,NA
"2649","murina aurata","Murina aurata",FALSE,"45655",FALSE,"","1","murina aurata",0,0,0,0,0,0,"Asia","Murina_aurata",NA,NA,NA
"2654","murina florium","Murina florium",FALSE,"434676",FALSE,"","1","murina florium",0,0,0,0,0,0,"Asia","Murina_florium",NA,NA,NA
"2658","murina fusca","Murina fusca",FALSE,"3613776",FALSE,"","1","murina fusca",0,0,0,0,0,0,"Asia","Murina_fusca",NA,NA,NA
"2659","murina grisea","Harpiola grisea",FALSE,"3613626",TRUE,"","1","murina grisea",0,0,0,0,0,0,"Asia","Harpiola_grisea",NA,NA,NA
"2660","murina hilgendorfi","Murina hilgendorfi",FALSE,"448966",FALSE,"","1","murina hilgendorfi",0,0,0,0,0,0,"Asia","Murina_hilgendorfi",NA,NA,NA
"2661","murina huttoni","Murina huttoni",FALSE,"61865",FALSE,"","1","murina huttoni",0,0,0,0,0,0,"Asia","Murina_huttoni",NA,NA,NA
"2664","murina leucogaster","Murina leucogaster",FALSE,"434674",FALSE,"","1","murina leucogaster",0,0,0,0,0,0,"Asia","Murina_leucogaster",NA,NA,NA
"2667","murina puta","Murina puta",FALSE,"434682",FALSE,"","1","murina puta",0,0,0,0,0,0,"Asia","Murina_puta",NA,NA,NA
"2668","murina rozendaali","Murina rozendaali",FALSE,"505794",FALSE,"","1","murina rozendaali",0,0,0,0,0,0,"Asia","Murina_rozendaali",NA,NA,NA
"2669","murina ryukyuana","Murina ryukyuana",FALSE,"3613778",FALSE,"","1","murina ryukyuana",0,0,0,0,0,0,"Asia","Murina_ryukyuana",NA,NA,NA
"2670","murina silvatica","Murina silvatica",FALSE,"3613779",FALSE,"","1","murina silvatica",0,0,0,0,0,0,"Asia","Murina_silvatica",NA,NA,NA
"2671","murina suilla","Murina suilla",FALSE,"190903",FALSE,"","1","murina suilla",0,0,0,0,0,0,"Asia","Murina_suilla",NA,NA,NA
"2674","murina tenebrosa","Murina tenebrosa",FALSE,"3613773",FALSE,"","1","murina tenebrosa",0,0,0,0,0,0,"Asia","Murina_tenebrosa",NA,NA,NA
"2675","murina tubinaris","Murina tubinaris",FALSE,"233915",FALSE,"","1","murina tubinaris",0,0,0,0,0,0,"Asia","Murina_tubinaris",NA,NA,NA
"2676","murina ussuriensis","Murina ussuriensis",FALSE,"259900",FALSE,"","1","murina ussuriensis",0,0,0,0,0,0,"Europe","Murina_ussuriensis",NA,NA,NA
"1187","musonycteris harrisoni","Musonycteris harrisoni",FALSE,"658353",FALSE,"","1","musonycteris harrisoni",0,0,0,0,0,0,"LA","Musonycteris_harrisoni",NA,NA,NA
"178","myonycteris brachycephala","Myonycteris brachycephala",FALSE,"558427",FALSE,"","1","myonycteris brachycephala",0,0,0,0,0,0,"Africa","Myonycteris_brachycephala",NA,NA,NA
"179","myonycteris relicta","Myonycteris relicta",FALSE,"192015",FALSE,"","1","myonycteris relicta",0,0,0,0,0,0,"Africa","Myonycteris_relicta",NA,NA,NA
"1714","myopterus daubentonii","Myopterus daubentonii",FALSE,"663933",FALSE,"","1","myopterus daubentonii",0,0,0,0,0,0,"Africa","Myopterus_daubentonii",NA,NA,NA
"1717","myopterus whitleyi","Myopterus whitleyi",FALSE,"3613990",FALSE,"","1","myopterus whitleyi",0,0,0,0,0,0,"Africa","Myopterus_whitleyi",NA,NA,NA
"2338","myotis abei","Myotis abei",FALSE,"3613659",FALSE,"","1","myotis abei",0,0,0,0,0,0,"Europe","Myotis_abei",NA,NA,NA
"2339","myotis adversus","Myotis adversus",FALSE,"342710",FALSE,"","1","myotis adversus",0,0,0,0,0,0,"Asia","Myotis_adversus",NA,NA,NA
"2346","myotis aelleni","Myotis aelleni",FALSE,"3613688",FALSE,"","1","myotis aelleni",0,0,0,0,0,0,"LA","Myotis_aelleni",NA,NA,NA
"2347","myotis albescens","Myotis albescens",FALSE,"353889",FALSE,"","1","myotis albescens",0,0,0,0,0,0,"LA","Myotis_albescens",NA,NA,NA
"2348","myotis alcathoe","Myotis alcathoe",FALSE,"620441",FALSE,"","1","myotis alcathoe",0,0,0,0,0,0,"Europe","Myotis_alcathoe",NA,NA,NA
"2350","myotis anjouanensis","Myotis anjouanensis",FALSE,"434436",FALSE,"","1","myotis anjouanensis",0,0,0,0,0,0,"Africa","Myotis_anjouanensis",NA,NA,NA
"2351","myotis annamiticus","Myotis annamiticus",FALSE,"964597",FALSE,"","1","myotis annamiticus",0,0,0,0,0,0,"Asia","Myotis_annamiticus",NA,NA,NA
"2352","myotis annectans","Myotis annectans",FALSE,"488513",FALSE,"","1","myotis annectans",0,0,0,0,0,0,"Asia","Myotis_annectans",NA,NA,NA
"2353","myotis atacamensis","Myotis atacamensis",FALSE,"175290",FALSE,"","1","myotis atacamensis",0,0,0,0,0,0,"LA","Myotis_atacamensis",NA,NA,NA
"2354","myotis ater","Myotis ater",FALSE,"626682",FALSE,"","1","myotis ater",0,0,0,0,0,0,"Africa","Myotis_ater",NA,NA,NA
"2357","myotis auriculus","Myotis auriculus",FALSE,"498123",FALSE,"","1","myotis auriculus",0,0,0,0,0,0,"LA","Myotis_auriculus",NA,NA,NA
"2360","myotis australis","Myotis australis",FALSE,"3613644",FALSE,"","1","myotis australis",0,0,0,0,0,0,"Australia","Myotis_australis",NA,NA,NA
"2361","myotis austroriparius","Myotis austroriparius",FALSE,"363026",FALSE,"","1","myotis austroriparius",0,0,0,0,0,0,"NA","Myotis_austroriparius",NA,NA,NA
"2362","myotis bechsteinii","Myotis bechsteinii",FALSE,"342718",FALSE,"","1","myotis bechsteinii",0,0,0,0,0,0,"Europe","Myotis_bechsteinii",NA,NA,NA
"2368","myotis bocagii","Myotis bocagii",FALSE,"307135",FALSE,"","1","myotis bocagii",0,0,0,0,0,0,"Africa","Myotis_bocagii",NA,NA,NA
"2372","myotis bombinus","Myotis bombinus",FALSE,"311767",FALSE,"","1","myotis bombinus",0,0,0,0,0,0,"Asia","Myotis_bombinus",NA,NA,NA
"2375","myotis brandtii","Myotis brandtii",FALSE,"353460",FALSE,"","1","myotis brandtii",0,0,0,0,0,0,"Europe","Myotis_brandtii",NA,NA,NA
"2378","myotis bucharensis","Myotis bucharensis",FALSE,"3613664",FALSE,"","1","myotis bucharensis",0,0,0,0,0,0,"Asia","Myotis_bucharensis",NA,NA,NA
"2379","myotis californicus","Myotis californicus",FALSE,"235788",FALSE,"","1","myotis californicus",0,0,0,0,0,0,"NA","Myotis_californicus",NA,NA,NA
"2384","myotis capaccinii","Myotis capaccinii",FALSE,"353431",FALSE,"","1","myotis capaccinii",0,0,0,0,0,0,"Europe","Myotis_capaccinii",NA,NA,NA
